Company,Tax Name,Filed By
Team Alaska Arctic Winter Games,Employer Medicare Tax,PF
Team Alaska Arctic Winter Games,Alaska Unemployment Insurance Tax (employer portion),MT
Team Alaska Arctic Winter Games,Alaska Unemployment Insurance Tax (employee portion),MT
"Walkboard Technologies, LLC",,
"CardTapp, Inc.",,
"Talon Elements, Ltd.",,
"PeopleFirm, LLC",Federal Income Tax,PF
"PeopleFirm, LLC",Social Security,PF
"PeopleFirm, LLC",Employer Social Security,PF
"PeopleFirm, LLC",Medicare,PF
"PeopleFirm, LLC",Employer Medicare Tax,PF
"PeopleFirm, LLC",Federal Unemployment Tax,PF
"PeopleFirm, LLC",Additional Medicare,PF
"PeopleFirm, LLC",WA Family and Medical Leave Insurance (Employee),PF
"PeopleFirm, LLC",WA Family and Medical Leave Insurance (Employer),PF
"Liberty Communities, LLC",,
ReNUE Properties Arizona Inc,,
Kentucky Underground Storage Inc,Federal Income Tax,PF
Kentucky Underground Storage Inc,Social Security,PF
Kentucky Underground Storage Inc,Employer Social Security,PF
Kentucky Underground Storage Inc,Medicare,PF
Kentucky Underground Storage Inc,Employer Medicare Tax,PF
Kentucky Underground Storage Inc,Federal Unemployment Tax,PF
Kentucky Underground Storage Inc,Additional Medicare,PF
Kentucky Underground Storage Inc,Kentucky Unemployment Tax,MT
Kentucky Underground Storage Inc,Kentucky Withholding Tax,MT
Kentucky Underground Storage Inc,Jessamine County - OLF,MT
Kentucky Underground Storage Inc,Kentucky Service Capacity Upgrade Fund Surcharge Tax,MT
"Venture Devs, Inc",,
CROWD COW INC,WA Family and Medical Leave Insurance (Employee),PF
GatherDC,"Washington, D.C. Unemployment Insurance Tax",MT
GatherDC,DC Admin. Funding Assessment,MT
Plow and Stars Farm,Maryland State Unemployment Insurance Tax,MT
"VitalChurch Ministry, INC.",,
Def Method Inc,,
Bautista Essential Wellness,OR State Unemployment Insurance Tax,MT
Bautista Essential Wellness,Oregon Workers' Benefit Fund (Employer),MT
Bautista Essential Wellness,Oregon Workers' Benefit Fund (Employee),MT
Bautista Essential Wellness,OR Special Payroll Tax Offset,MT
Sports Rehab Consulting,"Denver OPT, for employees",MT
"Kea, LLC",,
Northwest Neurological PLLC,WA Family and Medical Leave Insurance (Employee),PF
Hacol Inc,,
Patrick G Fleming Enterprises Inc.,,
North Pacific Home Repair & Remodel,WA Family and Medical Leave Insurance (Employee),PF
"Workspot, Inc.",,
Nevin Tax and Accounting LLC,,
Synaptech LLC,,
"smashgg, Inc.",California State Tax,PF
"smashgg, Inc.",California State Unemployment Tax,PF
"smashgg, Inc.",California Employment Training Tax,PF
"smashgg, Inc.",CA state disability insurance,PF
"smashgg, Inc.",Additional Medicare,PF
"smashgg, Inc.",Colorado State Unemployment Insurance Tax,MT
"smashgg, Inc.",Colorado State Withholding Tax,MT
"smashgg, Inc.","Denver OPT, for employees",MT
"smashgg, Inc.","Denver OPT, for employers",MT
Sarah Kahn Hair PLLC,WA Family and Medical Leave Insurance (Employee),PF
Felicis Ventures Management Company LLC,,
Pegleg Pictures LLC,,
Allison Barnes Events,Virginia Unemployment Insurance Tax,MT
coolblueweb LLC,WA Family and Medical Leave Insurance (Employee),PF
Brolen Freimanis DDS PLLC,WA Family and Medical Leave Insurance (Employee),PF
Foundation for Government Accountability,Additional Medicare,PF
Foundation for Government Accountability,Tennessee State Unemployment Insurance Premiums,MT
"Alternatives ABA, Inc.",,
Smashmallow LLC,WA Family and Medical Leave Insurance (Employee),PF
REFORMATION COUNSELING LLC,"Denver OPT, for employers",MT
REFORMATION COUNSELING LLC,"Denver OPT, for employees",MT
The Tek LLC,,
Lysandra LLC,Massachusetts Workforce Training Fund,MT
CirqueLouisCo,,
Early Childhood Education Management Services,Federal Unemployment Tax,PF
Beeline Tours Ltd,WA Family and Medical Leave Insurance (Employee),PF
"DMBS Holdings, Inc.",,
Resilience Advocacy Project,,
Allevi Inc.,Additional Medicare,PF
Allevi Inc.,Philadelphia City Tax,MT
Allevi Inc.,Bristol (Township) Bristol Township School District EIT,MT
Allevi Inc.,Bristol (Township) Bristol Township School District LST,MT
Fortunate Discoveries,WA Family and Medical Leave Insurance (Employee),PF
Diality Inc,,
Alchemy Limited LLC,,
Houseplay Renovations LLC,,
Trefoil Advisory LLC,,
Kelly Higdon Licensed MFT Corp,,
Capital Financial Planners,,
"Proplanco Management Company, LLC",,
OnboardIQ,,
Patti Gay Illustration LLC,,
Face to Face Pro,,
Prairie Sinus Ear & Allergy PC,Federal Income Tax,PF
Prairie Sinus Ear & Allergy PC,North Dakota State Tax,MT
SOCIALITY SQUARED LTD,,
Espressive Inc,,
Movefree Academy LLC,WA Family and Medical Leave Insurance (Employee),PF
Coherent Capital Management LLC,Federal Income Tax,PF
Coherent Capital Management LLC,Social Security,PF
Coherent Capital Management LLC,Employer Social Security,PF
Coherent Capital Management LLC,Medicare,PF
Coherent Capital Management LLC,Employer Medicare Tax,PF
Coherent Capital Management LLC,Federal Unemployment Tax,PF
Coherent Capital Management LLC,New York State Unemployment Tax,PF
Coherent Capital Management LLC,New York Reemployment Fund,PF
Coherent Capital Management LLC,New York State Withholdings Tax,PF
Coherent Capital Management LLC,Additional Medicare,PF
Yellow Labs Software Inc,California State Tax,PF
Yellow Labs Software Inc,California State Unemployment Tax,PF
Yellow Labs Software Inc,California Employment Training Tax,PF
Yellow Labs Software Inc,CA state disability insurance,PF
Yellow Labs Software Inc,Additional Medicare,PF
Yellow Labs Software Inc,WA Family and Medical Leave Insurance (Employee),PF
Yellow Labs Software Inc,Idaho Administrative Reserve,MT
Yellow Labs Software Inc,Idaho State Unemployment Tax,MT
Yellow Labs Software Inc,Idaho Workforce Development,MT
Yellow Labs Software Inc,Idaho State Tax,MT
Simple Home Management LLC,,
Cafe Cugini,WA Family and Medical Leave Insurance (Employee),PF
Rugged Elite Co.,WA Family and Medical Leave Insurance (Employee),PF
Agence Ter-Akoaki LLC,Federal Income Tax,PF
Agence Ter-Akoaki LLC,Social Security,PF
Agence Ter-Akoaki LLC,Employer Social Security,PF
Agence Ter-Akoaki LLC,Medicare,PF
Agence Ter-Akoaki LLC,Employer Medicare Tax,PF
Agence Ter-Akoaki LLC,Federal Unemployment Tax,PF
Agence Ter-Akoaki LLC,Michigan State Unemployment Tax,MT
Agence Ter-Akoaki LLC,Michigan State Tax,MT
Agence Ter-Akoaki LLC,Detroit City Tax,MT
Agence Ter-Akoaki LLC,Michigan Obligation Assessment Tax,MT
Agence Ter-Akoaki LLC,Additional Medicare,PF
"Wasabi Technologies, Inc.",Federal Income Tax,PF
"Wasabi Technologies, Inc.",Social Security,PF
"Wasabi Technologies, Inc.",Employer Social Security,PF
"Wasabi Technologies, Inc.",Medicare,PF
"Wasabi Technologies, Inc.",Employer Medicare Tax,PF
"Wasabi Technologies, Inc.",Federal Unemployment Tax,PF
"Wasabi Technologies, Inc.",Massachusetts State Tax,MT
"Wasabi Technologies, Inc.",Additional Medicare,PF
Estate and Wealth Management Group,,
Better Sports Corporation,California State Tax,PF
Better Sports Corporation,California State Unemployment Tax,PF
Better Sports Corporation,California Employment Training Tax,PF
Better Sports Corporation,CA state disability insurance,PF
Better Sports Corporation,Additional Medicare,PF
Better Sports Corporation,Florida State Unemployment Tax,MT
"Upright Position Communications, LLC",California State Tax,PF
"Upright Position Communications, LLC",California State Unemployment Tax,PF
"Upright Position Communications, LLC",California Employment Training Tax,PF
"Upright Position Communications, LLC",CA state disability insurance,PF
"Upright Position Communications, LLC",Additional Medicare,PF
"Upright Position Communications, LLC",Massachusetts State Unemployment Tax,MT
"Upright Position Communications, LLC",Massachusetts Workforce Training Fund,MT
"Upright Position Communications, LLC",Connecticut State Unemployment Tax,MT
Frontier Fare Testing LLC,Alaska Unemployment Insurance Tax (employer portion),MT
Frontier Fare Testing LLC,Alaska Unemployment Insurance Tax (employee portion),MT
"Moran Ventures, Inc.",,
SailCommerce Inc,,
SiteCraft IO Corp,,
Sentenai Inc,,
Seso Media Group LLC,New York State Unemployment Tax,PF
Seso Media Group LLC,New York Reemployment Fund,PF
Seso Media Group LLC,NY State Disability Insurance (SDI),MT
Seso Media Group LLC,New York State Withholdings Tax,PF
Seso Media Group LLC,New York City Tax,PF
Kosmo's Q Inc.,,
Cardiogram Inc.,,
Blue Rock,Federal Income Tax,PF
Blue Rock,Social Security,PF
Blue Rock,Employer Social Security,PF
Blue Rock,Medicare,PF
Blue Rock,Employer Medicare Tax,PF
Blue Rock,Federal Unemployment Tax,PF
Blue Rock,Additional Medicare,PF
Blue Rock,Pennsylvania Unemployment Insurance Tax,MT
Blue Rock,Pennsylvania Withholding Tax,MT
Blue Rock,Pennsylvania Unemployment Insurance Employee Contribution,MT
Blue Rock,Hamilton (Township) Conewago Valley School District EIT,MT
Blue Rock,Hamilton (Township) Conewago Valley School District LST,MT
Juno Financial LLC,"Denver OPT, for employees",MT
Juno Financial LLC,"Denver OPT, for employers",MT
"New Learning Ventures, Inc.",,
Colorado Cross-Disability Coalition,"Denver OPT, for employees",MT
Colorado Cross-Disability Coalition,"Denver OPT, for employers",MT
"MarketFleet, Inc.",,
"Kinard Dentistry, LLC",,
Accern Corporation,,
Cloudnine Weather LLC,"Denver OPT, for employees",MT
Cloudnine Weather LLC,"Denver OPT, for employers",MT
Golden Recursion Inc,,
"Bullion Exchange, LLC",,
Sepsis Alliance,,
Columbia Data Science Corporation,Federal Income Tax,PF
Columbia Data Science Corporation,Social Security,PF
Columbia Data Science Corporation,Employer Social Security,PF
Columbia Data Science Corporation,Medicare,PF
Columbia Data Science Corporation,Employer Medicare Tax,PF
Columbia Data Science Corporation,Federal Unemployment Tax,PF
Columbia Data Science Corporation,New York State Unemployment Tax,PF
Columbia Data Science Corporation,New York Reemployment Fund,PF
Columbia Data Science Corporation,NY State Disability Insurance (SDI),MT
Columbia Data Science Corporation,New York State Withholdings Tax,PF
Columbia Data Science Corporation,New York City Tax,PF
Columbia Data Science Corporation,Additional Medicare,PF
Ballas Dental Care LLC,,
ARS LLC,Federal Income Tax,PF
ARS LLC,Social Security,PF
ARS LLC,Employer Social Security,PF
ARS LLC,Medicare,PF
ARS LLC,Employer Medicare Tax,PF
ARS LLC,Federal Unemployment Tax,PF
ARS LLC,Colorado State Unemployment Insurance Tax,MT
ARS LLC,Colorado State Withholding Tax,MT
Recharge Labs Inc.,,
"Studypool, Inc.",WA Family and Medical Leave Insurance (Employee),PF
"Studypool, Inc.",WA Family and Medical Leave Insurance (Employer),PF
"Issaquah Law Group, PLLC",,
Xnor AI Inc,,
"PassiveLogic, Inc.",,
"XY Investment Solutions, LLC",Federal Income Tax,PF
"XY Investment Solutions, LLC",Social Security,PF
"XY Investment Solutions, LLC",Employer Social Security,PF
"XY Investment Solutions, LLC",Medicare,PF
"XY Investment Solutions, LLC",Employer Medicare Tax,PF
"XY Investment Solutions, LLC",Federal Unemployment Tax,PF
"XY Investment Solutions, LLC",Missouri Withholding Tax,MT
"XY Investment Solutions, LLC",Missouri Unemployment Insurance Tax,MT
"XY Investment Solutions, LLC",Withholding tax for the City of St. Louis,MT
"XY Investment Solutions, LLC",Employer tax for the City of St. Louis,MT
"XY Investment Solutions, LLC",Additional Medicare,PF
"XY Investment Solutions, LLC",Montana Unemployment Insurance Tax,MT
"XY Investment Solutions, LLC",Montana Administrative Fund Tax (AFT),MT
"XY Investment Solutions, LLC",Montana Withholding Tax,MT
Life Changing Partners Inc,"Denver OPT, for employees",MT
Life Changing Partners Inc,"Denver OPT, for employers",MT
Life Changing Partners Inc,Additional Medicare,PF
Arizona Agriculture Management,,
Northwind Inc.,Georgia State Unemployment Tax,MT
Northwind Inc.,Georgia Administrative Assessment Tax,MT
Northwind Inc.,Georgia State Tax,MT
Northwind Inc.,Arizona State Unemployment Tax,MT
Northwind Inc.,Arizona State Tax,MT
Brightside Benefit Inc,,
Dotun Oyenuga,,
"Golden Rectangle, LLC",OR State Unemployment Insurance Tax,MT
"Golden Rectangle, LLC",Additional Medicare,PF
ZenRez Corporation,,
Xnor AI Inc,WA Family and Medical Leave Insurance (Employee),PF
Xnor AI Inc,WA Family and Medical Leave Insurance (Employer),PF
"LEVENBETTS Architecture, DPC",,
"JJELLYFISH, LLC",New York State Unemployment Tax,PF
"JJELLYFISH, LLC",New York Reemployment Fund,PF
"JJELLYFISH, LLC",New York State Withholdings Tax,PF
"JJELLYFISH, LLC",New Hampshire Unemployment Insurance Tax.,MT
"JJELLYFISH, LLC",New Hampshire Administrative Contribution (AC) Tax.,MT
Tirta,,
Elation Health Inc,,
Boiler Room Custom Inc,WA Family and Medical Leave Insurance (Employee),PF
Prestwick Holdings LLC,,
Bana Solutions LLC,Federal Income Tax,PF
Bana Solutions LLC,Social Security,PF
Bana Solutions LLC,Employer Social Security,PF
Bana Solutions LLC,Medicare,PF
Bana Solutions LLC,Employer Medicare Tax,PF
Bana Solutions LLC,Virginia Income Tax,MT
Bana Solutions LLC,Additional Medicare,PF
Bana Solutions LLC,Maryland State Withholding Tax,MT
Worldview Inc. dba Swayable,New York State Unemployment Tax,PF
Worldview Inc. dba Swayable,New York Reemployment Fund,PF
Worldview Inc. dba Swayable,NY State Disability Insurance (SDI),MT
Worldview Inc. dba Swayable,New York State Withholdings Tax,PF
Worldview Inc. dba Swayable,New York City Tax,PF
Worldview Inc. dba Swayable,NY Family Leave Insurance,MT
Worldview Inc. dba Swayable,California State Unemployment Tax,PF
Worldview Inc. dba Swayable,California Employment Training Tax,PF
Worldview Inc. dba Swayable,California State Tax,PF
Worldview Inc. dba Swayable,CA state disability insurance,PF
Avolution Inc.,Federal Income Tax,PF
Avolution Inc.,Social Security,PF
Avolution Inc.,Employer Social Security,PF
Avolution Inc.,Medicare,PF
Avolution Inc.,Employer Medicare Tax,PF
Avolution Inc.,Federal Unemployment Tax,PF
Avolution Inc.,Virginia Income Tax,MT
Avolution Inc.,Virginia Unemployment Insurance Tax,MT
JFK Software LLC,,
NanoSemi Inc.,Federal Income Tax,PF
NanoSemi Inc.,Social Security,PF
NanoSemi Inc.,Employer Social Security,PF
NanoSemi Inc.,Medicare,PF
NanoSemi Inc.,Employer Medicare Tax,PF
NanoSemi Inc.,Federal Unemployment Tax,PF
NanoSemi Inc.,Massachusetts State Tax,MT
NanoSemi Inc.,Additional Medicare,PF
Crop Enhancement Inc,,
Westporte Capital Consultants,,
ScriptDash Inc,,
Cambly Inc.,,
"West Franklin Sod Farm, LLC",Oklahoma State Unemployment Tax,MT
"West Franklin Sod Farm, LLC",Additional Medicare,PF
JJ TATOS BUSINESSES INC,,
Data Fusion Technologies,,
Amalgamated Token Services Inc.,,
"ALC Enterprise, LLC",Federal Income Tax,PF
"ALC Enterprise, LLC",Social Security,PF
"ALC Enterprise, LLC",Employer Social Security,PF
"ALC Enterprise, LLC",Medicare,PF
"ALC Enterprise, LLC",Employer Medicare Tax,PF
"ALC Enterprise, LLC",Federal Unemployment Tax,PF
"ALC Enterprise, LLC",Tennessee State Unemployment Insurance Premiums,MT
"ALC Enterprise, LLC",Additional Medicare,PF
"Realchemy, Inc",,
ClearMotion Inc,Federal Income Tax,PF
ClearMotion Inc,Social Security,PF
ClearMotion Inc,Employer Social Security,PF
ClearMotion Inc,Medicare,PF
ClearMotion Inc,Employer Medicare Tax,PF
ClearMotion Inc,Federal Unemployment Tax,PF
ClearMotion Inc,Massachusetts State Unemployment Tax,MT
ClearMotion Inc,Massachusetts Workforce Training Fund,MT
ClearMotion Inc,Massachusetts State Tax,MT
ClearMotion Inc,Additional Medicare,PF
NES Health,,
Blue Hall Capital,,
Fonthead Design Inc,,
"Electra Vehicles, Inc.",,
Presence Product Group LLC,California State Tax,PF
Presence Product Group LLC,California State Unemployment Tax,PF
Presence Product Group LLC,California Employment Training Tax,PF
Presence Product Group LLC,CA state disability insurance,PF
Presence Product Group LLC,New York State Unemployment Tax,PF
Presence Product Group LLC,New York Reemployment Fund,PF
Presence Product Group LLC,NY State Disability Insurance (SDI),MT
Presence Product Group LLC,NY Family Leave Insurance,MT
Alissa Rumsey Nutrition and Wellness P.C.,,
Ascend Micro School,Colorado State Unemployment Insurance Tax,MT
"Pro-Line Industrial Products, Inc",Lancaster (Township) Lancaster School District LST,MT
Old Silver Strategies LLC,Massachusetts State Unemployment Tax,MT
Old Silver Strategies LLC,Massachusetts Workforce Training Fund,MT
Old Silver Strategies LLC,Massachusetts State Tax,MT
Old Silver Strategies LLC,Massachusetts Employer Medical Assistance Contributions,MT
Old Silver Strategies LLC,Georgia State Unemployment Tax,MT
Old Silver Strategies LLC,Georgia Administrative Assessment Tax,MT
Old Silver Strategies LLC,Georgia State Tax,MT
Screwdriver Bar LLC,WA Family and Medical Leave Insurance (Employee),PF
LoSoMo Inc.,Florida State Unemployment Tax,MT
LoSoMo Inc.,Additional Medicare,PF
LoSoMo Inc.,Colorado State Unemployment Insurance Tax,MT
LoSoMo Inc.,Colorado State Withholding Tax,MT
School-to-School International,,
BIM Designs Incorporated,California State Tax,PF
BIM Designs Incorporated,California State Unemployment Tax,PF
BIM Designs Incorporated,California Employment Training Tax,PF
BIM Designs Incorporated,CA state disability insurance,PF
BIM Designs Incorporated,Arizona State Unemployment Tax,MT
BIM Designs Incorporated,Arizona State Tax,MT
"Cape Ann Capital, Inc.",,
"Ninja Nation, LLC",Federal Income Tax,PF
"Ninja Nation, LLC",Social Security,PF
"Ninja Nation, LLC",Employer Social Security,PF
"Ninja Nation, LLC",Medicare,PF
"Ninja Nation, LLC",Employer Medicare Tax,PF
"Ninja Nation, LLC",Federal Unemployment Tax,PF
"Ninja Nation, LLC",Colorado State Unemployment Insurance Tax,MT
"Ninja Nation, LLC",Colorado State Withholding Tax,MT
Split Software,,
A Perfect Detail LLC,WA Family and Medical Leave Insurance (Employee),PF
Chromatic LLC,Federal Income Tax,PF
Chromatic LLC,Social Security,PF
Chromatic LLC,Employer Social Security,PF
Chromatic LLC,Medicare,PF
Chromatic LLC,Employer Medicare Tax,PF
Chromatic LLC,Federal Unemployment Tax,PF
Chromatic LLC,Florida State Unemployment Tax,MT
Chromatic LLC,Illinois State Unemployment Tax,PF
Chromatic LLC,Illinois State Tax,PF
Shashi Enterprises LLC,,
Jenny Anderson Consulting Inc,Minnesota Unemployment Insurance Tax,MT
Jenny Anderson Consulting Inc,Minnesota State Unemployment Insurance Surcharge,MT
Jenny Anderson Consulting Inc,Additional Medicare,PF
NANO PRECISION MEDICAL INC.,,
Heather Lyons PHD,,
Async7 LLC,Federal Income Tax,PF
Async7 LLC,Social Security,PF
Async7 LLC,Employer Social Security,PF
Async7 LLC,Medicare,PF
Async7 LLC,Employer Medicare Tax,PF
Async7 LLC,Federal Unemployment Tax,PF
Async7 LLC,Virginia Income Tax,MT
Async7 LLC,Virginia Unemployment Insurance Tax,MT
Fannin Consulting Inc,Michigan State Unemployment Tax,MT
Fannin Consulting Inc,Michigan Obligation Assessment Tax,MT
"Good & Co Labs, Inc.",,
Molecular Products Inc,Federal Income Tax,PF
Molecular Products Inc,Social Security,PF
Molecular Products Inc,Employer Social Security,PF
Molecular Products Inc,Medicare,PF
Molecular Products Inc,Employer Medicare Tax,PF
Molecular Products Inc,Federal Unemployment Tax,PF
Molecular Products Inc,Colorado State Unemployment Insurance Tax,MT
Molecular Products Inc,Colorado State Withholding Tax,MT
Ginavan & Sons Painting LLC,Kansas State Unemployment Tax,MT
Etumos LLC,Additional Medicare,PF
Etumos LLC,Washington State Unemployment Tax,PF
Etumos LLC,Washington Employment Admin Fund,PF
Etumos LLC,Washington Workers' Comp Insurance - Employee,PF
Etumos LLC,Washington Workers' Comp Insurance - Employer,PF
Etumos LLC,WA Family and Medical Leave Insurance (Employee),PF
Etumos LLC,WA Family and Medical Leave Insurance (Employer),PF
Etumos LLC,Wisconsin Withholding Tax,MT
Etumos LLC,Wisconsin Unemployment Insurance Tax,MT
Van Tonder Ventures LLC,,
"Pivital, Inc.",Federal Income Tax,PF
"Pivital, Inc.",Social Security,PF
"Pivital, Inc.",Employer Social Security,PF
"Pivital, Inc.",Medicare,PF
"Pivital, Inc.",Employer Medicare Tax,PF
"Pivital, Inc.",Federal Unemployment Tax,PF
"Pivital, Inc.",Arkansas Withholding Tax,MT
"Pivital, Inc.",Arkansas Unemployment Insurance Tax,MT
"Pivital, Inc.",WA Family and Medical Leave Insurance (Employee),PF
UpLevel,WA Family and Medical Leave Insurance (Employee),PF
Stratus IT Group,,
"Spruce Labs, Inc.",,
Raleigh Food Inc,WA Family and Medical Leave Insurance (Employee),PF
"My Exit Strategy, Inc.",Massachusetts State Unemployment Tax,MT
"My Exit Strategy, Inc.",Massachusetts Workforce Training Fund,MT
"My Exit Strategy, Inc.",Massachusetts State Tax,MT
"My Exit Strategy, Inc.",Texas State Unemployment Tax,PF
A Clean Line LLC,,
Roam Analytics Inc,,
Chexology LLC,,
"Midtown Doornail, Inc.",,
"Haught Codeworks, Inc.",,
Life Changers Church,,
Apcero LLC,Illinois State Unemployment Tax,PF
Apcero LLC,Michigan State Unemployment Tax,MT
Apcero LLC,Grand Rapids City Tax,MT
Apcero LLC,Michigan Obligation Assessment Tax,MT
Stainless Steel Fittings LLC,"Denver OPT, for employees",MT
Stainless Steel Fittings LLC,"Denver OPT, for employers",MT
"The Ascendancy Group, LTD",Federal Income Tax,PF
"The Ascendancy Group, LTD",Social Security,PF
"The Ascendancy Group, LTD",Employer Social Security,PF
"The Ascendancy Group, LTD",Medicare,PF
"The Ascendancy Group, LTD",Employer Medicare Tax,PF
"The Ascendancy Group, LTD",Federal Unemployment Tax,PF
"The Ascendancy Group, LTD",Virginia Income Tax,MT
"The Ascendancy Group, LTD",Virginia Unemployment Insurance Tax,MT
risk3sixty,,
REPS & Co.,,
"Amayse, Inc.",,
PageOne NOW,,
"Xomi, Inc.",Federal Income Tax,PF
"Xomi, Inc.",Social Security,PF
"Xomi, Inc.",Employer Social Security,PF
"Xomi, Inc.",Medicare,PF
"Xomi, Inc.",Employer Medicare Tax,PF
"Xomi, Inc.",Federal Unemployment Tax,PF
"Xomi, Inc.",Utah State Unemployment Tax,MT
"Xomi, Inc.",Utah State Tax,MT
Meaty Johnson’s Pine St LLC,WA Family and Medical Leave Insurance (Employee),PF
Pools By Mitch,,
"Mike & Patty's, LLC",,
"Sales Bootcamp, Inc.",California State Tax,PF
"Sales Bootcamp, Inc.",California State Unemployment Tax,PF
"Sales Bootcamp, Inc.",California Employment Training Tax,PF
"Sales Bootcamp, Inc.",CA state disability insurance,PF
"Sales Bootcamp, Inc.",New York State Withholdings Tax,PF
"Sales Bootcamp, Inc.",New York State Unemployment Tax,PF
"Sales Bootcamp, Inc.",New York Reemployment Fund,PF
"Sales Bootcamp, Inc.",NY State Disability Insurance (SDI),MT
Assemble Inc,,
"Threat X, Inc.",,
"Signature Smiles Dental Care, Ltd.",,
Narrative Company,,
"Augean Robotics, Inc.",,
RP Professional Services LLC,Additional Medicare,PF
RP Professional Services LLC,"Washington, D.C. Unemployment Insurance Tax",MT
RP Professional Services LLC,DC Admin. Funding Assessment,MT
Gravitas Publications Inc.,,
Thrive International Missions,,
Sovereign Grace Church,,
"FF One, LLC",WA Family and Medical Leave Insurance (Employee),PF
Treez Inc.,WA Family and Medical Leave Insurance (Employee),PF
NextStep Training Inc,Washington State Unemployment Tax,PF
NextStep Training Inc,Washington Employment Admin Fund,PF
NextStep Training Inc,Washington Workers' Comp Insurance - Employee,PF
NextStep Training Inc,Washington Workers' Comp Insurance - Employer,PF
NextStep Training Inc,WA Family and Medical Leave Insurance (Employee),PF
NextStep Training Inc,WA Family and Medical Leave Insurance (Employer),PF
NextStep Training Inc,Pennsylvania Unemployment Insurance Tax,MT
NextStep Training Inc,Pennsylvania Withholding Tax,MT
NextStep Training Inc,Pennsylvania Unemployment Insurance Employee Contribution,MT
NextStep Training Inc,White (Township) Indiana Area School District EIT,MT
NextStep Training Inc,White (Township) Indiana Area School District LST,MT
"A Step Up Veterinary, Inc.",,
"Bridge Athletic, Inc.",Federal Income Tax,PF
"Bridge Athletic, Inc.",Social Security,PF
"Bridge Athletic, Inc.",Employer Social Security,PF
"Bridge Athletic, Inc.",Medicare,PF
"Bridge Athletic, Inc.",Employer Medicare Tax,PF
"Bridge Athletic, Inc.",Federal Unemployment Tax,PF
"Bridge Athletic, Inc.",California State Tax,PF
"Bridge Athletic, Inc.",California State Unemployment Tax,PF
"Bridge Athletic, Inc.",California Employment Training Tax,PF
"Bridge Athletic, Inc.",CA state disability insurance,PF
"Bridge Athletic, Inc.",Additional Medicare,PF
"Bridge Athletic, Inc.",Colorado State Unemployment Insurance Tax,MT
"Bridge Athletic, Inc.",Colorado State Withholding Tax,MT
Clinton James Funk,,
Immufood Inc,,
Village Wines,WA Family and Medical Leave Insurance (Employee),PF
Blue Zebra Brands,"Denver OPT, for employers",MT
Blue Zebra Brands,"Denver OPT, for employees",MT
"Radix Health, LLC",,
"Lyon Wealth Management, Inc.",,
Alexy Realty Group LLC,,
"Lyssn.io, LLC",,
"Innovate Entertainment, Inc.",,
"Aughton Enterprises, LLC",Federal Income Tax,PF
"Aughton Enterprises, LLC",Social Security,PF
"Aughton Enterprises, LLC",Employer Social Security,PF
"Aughton Enterprises, LLC",Medicare,PF
"Aughton Enterprises, LLC",Employer Medicare Tax,PF
"Aughton Enterprises, LLC",Michigan State Unemployment Tax,MT
"Aughton Enterprises, LLC",Michigan State Tax,MT
"Aughton Enterprises, LLC",Michigan Obligation Assessment Tax,MT
"Aughton Enterprises, LLC",Additional Medicare,PF
"AOR, Inc.",Federal Income Tax,PF
"AOR, Inc.",Social Security,PF
"AOR, Inc.",Employer Social Security,PF
"AOR, Inc.",Medicare,PF
"AOR, Inc.",Employer Medicare Tax,PF
"AOR, Inc.",Federal Unemployment Tax,PF
"AOR, Inc.",Colorado State Unemployment Insurance Tax,MT
"AOR, Inc.",Colorado State Withholding Tax,MT
"AOR, Inc.",Additional Medicare,PF
Keep Truckin Inc,,
Farley McCall and Streeter Quasimodos Bell Town Lounge,WA Family and Medical Leave Insurance (Employee),PF
"Reverie Labs, Inc.",,
Rejuvenate Bio Inc.,,
St. Aidans Episcopal Church,,
Brass Nine Design,,
"Red Tricycle, Inc",California State Tax,PF
"Red Tricycle, Inc",California State Unemployment Tax,PF
"Red Tricycle, Inc",California Employment Training Tax,PF
"Red Tricycle, Inc",CA state disability insurance,PF
"Red Tricycle, Inc",Michigan State Unemployment Tax,MT
"Red Tricycle, Inc",Michigan Obligation Assessment Tax,MT
"Red Tricycle, Inc",Florida State Unemployment Tax,MT
Dettling Chiropractic Rehab and Performance,,
Kendall Luff Construction Limited Liability Company,,
Michigan Blueprint Strategies,,
Cooperate Inc,,
SafeGraph,,
Decor Steals,Federal Income Tax,PF
Decor Steals,Social Security,PF
Decor Steals,Employer Social Security,PF
Decor Steals,Medicare,PF
Decor Steals,Employer Medicare Tax,PF
Decor Steals,Federal Unemployment Tax,PF
Decor Steals,Florida State Unemployment Tax,MT
Decor Steals,Additional Medicare,PF
"Otimo, LLC",WA Family and Medical Leave Insurance (Employee),PF
Sage Method,Federal Income Tax,PF
Sage Method,Social Security,PF
Sage Method,Employer Social Security,PF
Sage Method,Medicare,PF
Sage Method,Employer Medicare Tax,PF
Sage Method,Federal Unemployment Tax,PF
Sage Method,Minnesota State Withholding Tax,MT
Sage Method,Additional Medicare,PF
"Cambridge Blockchain, Inc.",,
Merchant McIntyre Associates,,
"Hwang & Haas, PC",Federal Income Tax,PF
"Hwang & Haas, PC",Social Security,PF
"Hwang & Haas, PC",Employer Social Security,PF
"Hwang & Haas, PC",Medicare,PF
"Hwang & Haas, PC",Employer Medicare Tax,PF
"Hwang & Haas, PC",Federal Unemployment Tax,PF
"Hwang & Haas, PC",Additional Medicare,PF
