Company,Panda Link,Tax Name,Master Tax ID,Original Subject Wages,Original Gross Subject Wages,Original Amount,Corrected Subject Wages,Corrected Gross Subject Wages,Corrected Amount,Payment Amount,Comments,Unique ID,Period Requested,Y / Q,Tier,Wage diff,Gross wage diff,Tax Diff,Prepaid?,Type,Tax Lib,MasterTax Major,MT Paper/Efile,Reviewer,Week,Start Time,End Time,Status,Payment Made?,Fake News?,Notes,Root Cause,Helper,TRes
ThreatSwitch LLC,https://app.gusto.com/panda/companies/7757616923591552,Massachusetts State Unemployment Tax,MA0000-010,"$11,550.00","$11,550.00",$279.51,$0.00,$0.00,$0.00,$0.00,"02833738 - Employee Mike Freate relocated to NH from MA (sara.fishman@gusto.com at May 01, 2019 at  3:46 PM)",2019143586.6527777778MA0000-0107757616923591552,4/26/2019,2019 1,Tier 4,"-$11,550.00","-$11,550.00",-$279.51,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",MA0000-010,e-File,Ian,12/2/2019,,12/6/2019,In Progress,,,needs import,State Tax,,32.0
ThreatSwitch LLC,https://app.gusto.com/panda/companies/7757616923591552,Massachusetts State Tax,MA0000-001,"$11,171.50","$11,171.50",$522.06,$0.00,$0.00,$0.00,$0.00,"02833738 - Employee Mike Freate relocated to NH from MA (sara.fishman@gusto.com at May 01, 2019 at  3:46 PM)",2019143586.6527777778MA0000-0017757616923591552,4/26/2019,2019 1,Tier 1,"-$11,171.50","-$11,171.50",-$522.06,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",MA0000-001,Hand Key,Sonia,12/9/2019,,,Done,No,No,1-736-646-528,State Tax,,
ThreatSwitch LLC,https://app.gusto.com/panda/companies/7757616923591552,New Hampshire Unemployment Insurance Tax.,NH0000-010,$0.00,$0.00,$0.00,"$11,550.00","$11,550.00",$0.00,$0.00,"02833738 - Employee Mike Freate relocated to NH from MA (sara.fishman@gusto.com at May 01, 2019 at  3:46 PM)",2019143586.6527777778NH0000-0107757616923591552,4/26/2019,2019 1,Tier 1,"$11,550.00","$11,550.00",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",NH0000-010,Paper,Logan,12/9/2019,,,,,,,,,
ThreatSwitch LLC,https://app.gusto.com/panda/companies/7757616923591552,Massachusetts Workforce Training Fund,MA0000-128,"$11,550.00","$11,550.00",$6.46,$0.00,$0.00,$0.00,$0.00,"02833738 - Employee Mike Freate relocated to NH from MA (sara.fishman@gusto.com at May 01, 2019 at  3:46 PM)",2019143586.6527777778MA0000-0107757616923591552,4/26/2019,2019 1,Tier 4,"-$11,550.00","-$11,550.00",-$6.46,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",MA0000-010,e-File,Ian,12/2/2019,,12/6/2019,In Progress,,,needs import,State Tax,,32.0
ThreatSwitch LLC,https://app.gusto.com/panda/companies/7757616923591552,New Hampshire Administrative Contribution (AC) Tax.,NH0000-128,$0.00,$0.00,$0.00,"$11,550.00","$11,550.00",$23.10,$23.10,"02833738 - Employee Mike Freate relocated to NH from MA (sara.fishman@gusto.com at May 01, 2019 at  3:46 PM)",2019143586.6527777778NH0000-0107757616923591552,4/26/2019,2019 1,Tier 1,"$11,550.00","$11,550.00",$23.10,No,SW increase,"Administrative error, employee payroll was not included on the original return",NH0000-010,Paper,Logan,12/9/2019,,,,,,,,,
"Three of a Kind Foods, LLC",https://app.gusto.com/panda/companies/7757616923695633,Minnesota State Withholding Tax,MN0000-001,"$55,129.40","$55,129.40","$2,007.00","$55,258.64","$55,258.64","$2,027.00",$20.00,,2019243732.6340277778MN0000-0017757616923695633,9/20/2019,2019 2,Tier 2,$129.24,$129.24,$20.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",MN0000-001,Hand Key,Ian,12/9/2019,,12/14/2019,Done,Yes,,	0-822-590-496,Benefit,,12.0
Timothy O. Imafidon Jr DDS PA,https://app.gusto.com/panda/companies/7757616923594614,North Carolina State Unemployment Tax,NC0000-010,"$239,175.55","$401,877.41","$2,917.94","$239,267.18","$401,969.04","$2,919.06",$1.12,,2019243686.3368055556NC0000-0107757616923594614,8/9/2019,2019 2,Tier 1,$91.63,$91.63,$1.12,No,SW increase,"Administrative error, employee payroll was not included on the original return",NC0000-010,Paper,Ben,12/9/2019,,12/10/2019,Done,Yes,No,Paid - Done,External,,17.0
Timothy O. Imafidon Jr DDS PA,https://app.gusto.com/panda/companies/7757616923594614,North Carolina State Tax,NC0000-001,"$390,063.49","$390,063.49","$15,676.00","$390,155.12","$390,155.12","$15,676.00",$0.00,,2019243686.3368055556NC0000-0017757616923594614,8/9/2019,2019 2,Tier 3,$91.63,$91.63,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",NC0000-001,Paper,Baker,12/9/2019,,12/12/2019,Done,No,Yes,no tax change,,,17.0
"Tindal Prosthodontics, PA",https://app.gusto.com/panda/companies/7757616923744637,Florida State Unemployment Tax,FL0000-010,"$29,230.34","$35,474.37",$29.24,"$35,210.34","$41,454.37",$35.23,$0.00,"Marking for amendment due to entering in payroll information for 1/23/2019; case reason 02800236 (crystal.mudiandambo@gusto.com at May 16, 2019 at 10:45 AM)",2019143601.4069444445FL0000-0107757616923744637,5/10/2019,2019 1,Tier 1,"$5,980.00","$5,980.00",$5.99,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",FL0000-010,Paper,Maddy,12/9/2019,,12/10/2019,Done,No,No,"wages prepaid, increase",External,,30.0
Tiny Wins,https://app.gusto.com/panda/companies/7757616923785042,"Denver OPT, for employers",CO0080-137,"$56,692.31","$56,692.31",$48.00,"$56,692.31","$60,817.31",$52.00,$4.00,,2019343749.5701388889CO0080-0517757616923785042,10/11/2019,2019 3,Tier 3,$0.00,"$4,125.00",$4.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",CO0080-051,Manual,,,,,,,,,,,
Tiny Wins,https://app.gusto.com/panda/companies/7757616923785042,"Denver OPT, for employees",CO0080-051,"$56,692.31","$56,692.31",$69.00,"$56,692.31","$60,817.31",$74.75,$5.75,,2019343749.5701388889CO0080-0517757616923785042,10/11/2019,2019 3,Tier 3,$0.00,"$4,125.00",$5.75,No,SW increase,"Administrative error, employee payroll was not included on the original return",CO0080-051,Manual,,,,,,,,,,,
Titan Insurance LLC,https://app.gusto.com/panda/companies/7757616923585427,Massachusetts State Unemployment Tax,MA0000-010,"$5,459.14","$125,433.77",$220.55,"$5,675.36","$125,649.99",$229.29,$8.74,"Marking forms for amendment as a result of a wage correction for the 9/27 payroll for employee Nitza Otero. (kelsey.foster@gusto.com at Oct 30, 2019 at  8:39 AM)",2019343767.4069444445MA0000-0107757616923585427,10/25/2019,2019 3,Tier 4,$216.22,$216.22,$8.74,No,SW increase,"Administrative error, employee payroll was not included on the original return",MA0000-010,e-File,Esther,12/9/2019,,12/13/2019,Done,No,No,"decreasing wages, should not have debited 00102976_12131918013",Reversal,,7.0
Titan Insurance LLC,https://app.gusto.com/panda/companies/7757616923585427,Massachusetts Paid Family Leave - Employee,MA0000-025,$0.00,$0.00,$0.00,$0.00,$0.00,$0.54,$0.54,"Marking forms for amendment as a result of a wage correction for the 9/27 payroll for employee Nitza Otero. (kelsey.foster@gusto.com at Oct 30, 2019 at  8:39 AM)",#N/A,10/25/2019,2019 3,Tier 3,$0.00,$0.00,$0.54,No,No SW change,No SW change,#N/A,Manual,,,,,,,,,,,
Titan Insurance LLC,https://app.gusto.com/panda/companies/7757616923585427,Massachusetts Workforce Training Fund,MA0000-128,"$5,459.14","$125,433.77",$3.05,"$5,675.36","$125,649.99",$3.17,$0.12,"Marking forms for amendment as a result of a wage correction for the 9/27 payroll for employee Nitza Otero. (kelsey.foster@gusto.com at Oct 30, 2019 at  8:39 AM)",2019343767.4069444445MA0000-0107757616923585427,10/25/2019,2019 3,Tier 4,$216.22,$216.22,$0.12,No,SW increase,"Administrative error, employee payroll was not included on the original return",MA0000-010,e-File,Esther,12/9/2019,,12/13/2019,Done,No,No,00102976_12131918013,Reversal,,7.0
Titan Insurance LLC,https://app.gusto.com/panda/companies/7757616923585427,Massachusetts State Tax,MA0000-001,"$124,156.69","$124,156.69","$5,737.12","$124,372.91","$124,372.91","$5,737.12",$0.00,"Marking forms for amendment as a result of a wage correction for the 9/27 payroll for employee Nitza Otero. (kelsey.foster@gusto.com at Oct 30, 2019 at  8:39 AM)",2019343767.4069444445MA0000-0017757616923585427,10/25/2019,2019 3,Tier 1,$216.22,$216.22,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",MA0000-001,Hand Key,Sonia,12/9/2019,,12/13/2019,Done,No,Yes,no amount change,External,,7.0
Titan Insurance LLC,https://app.gusto.com/panda/companies/7757616923585427,Massachusetts Paid Medical Leave - Employee,MA0000-026,$0.00,$0.00,$0.00,$0.00,$0.00,$0.28,$0.28,"Marking forms for amendment as a result of a wage correction for the 9/27 payroll for employee Nitza Otero. (kelsey.foster@gusto.com at Oct 30, 2019 at  8:39 AM)",#N/A,10/25/2019,2019 3,Tier 3,$0.00,$0.00,$0.28,No,No SW change,No SW change,#N/A,Manual,,,,,,,,,,,
Toaster Truck LLC,https://app.gusto.com/panda/companies/7757616923654698,Michigan Obligation Assessment Tax,MI0000-129,"$10,417.63","$11,109.97",$120.87,"$10,917.63","$11,109.97",$126.67,$0.00,,2019143580.3770833333MI0000-0107757616923654698,4/19/2019,2019 1,Tier 1,$500.00,$0.00,$5.80,Yes,No SW change,No SW change,MI0000-010,Hand Key,,,,,,,,,,,
Toaster Truck LLC,https://app.gusto.com/panda/companies/7757616923654698,Michigan State Unemployment Tax,MI0000-010,"$10,417.63","$11,109.97",$281.25,"$10,917.63","$11,109.97",$294.78,$0.00,,2019143580.3770833333MI0000-0107757616923654698,4/19/2019,2019 1,Tier 1,$500.00,$0.00,$13.53,Yes,No SW change,No SW change,MI0000-010,Hand Key,,,,,,,,,,,
Top City Tech LLC,https://app.gusto.com/panda/companies/7757616923726266,Kansas State Tax,KS0000-001,"$9,317.63","$9,317.63",$176.00,"$10,775.58","$10,775.58",$207.79,$0.00,"#amendments Entered missing Q1 19 historical .  Case 02995442 (angela.sisk@gusto.com at Jun 10, 2019 at 11:24 AM)",2019143626.4736111111KS0000-0017757616923726266,6/7/2019,2019 1,Tier 3,"$1,457.95","$1,457.95",$31.79,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",KS0000-001,Manual,,,,,,,,,,,
Top City Tech LLC,https://app.gusto.com/panda/companies/7757616923726266,Kansas State Unemployment Tax,KS0000-010,"$9,317.63","$9,317.63",$83.86,"$10,775.58","$10,775.58",$96.98,$13.12,"#amendments Entered missing Q1 19 historical .  Case 02995442 (angela.sisk@gusto.com at Jun 10, 2019 at 11:24 AM)",2019143626.4736111111KS0000-0107757616923726266,6/7/2019,2019 1,Tier 1,"$1,457.95","$1,457.95",$13.12,No,SW increase,"Administrative error, employee payroll was not included on the original return",KS0000-010,Paper,Helper,12/9/2019,,12/14/2019,"Needs Printing,Needs Payment",,No,need to pay/print,,"Helper,Baker",27.0
"Top Dog Comics, LLC",https://app.gusto.com/panda/companies/7757616923735304,Georgia Administrative Assessment Tax,GA0000-128,"$9,500.00","$15,000.00",$5.70,$0.00,$0.00,$0.00,$0.00,,2019143668.6111111111GA0000-0107757616923735304,7/19/2019,2019 1,Tier 1,"-$9,500.00","-$15,000.00",-$5.70,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",GA0000-010,Paper,Baker,12/9/2019,,12/9/2019,Need Import,No,No,Does not show up in MT,Exemption,,20.0
"Top Dog Comics, LLC",https://app.gusto.com/panda/companies/7757616923735304,Georgia State Unemployment Tax,GA0000-010,"$9,500.00","$15,000.00",$250.80,$0.00,$0.00,$0.00,$0.00,,2019143668.6111111111GA0000-0107757616923735304,7/19/2019,2019 1,Tier 1,"-$9,500.00","-$15,000.00",-$250.80,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",GA0000-010,Paper,Baker,12/9/2019,,12/9/2019,Need Import,No,No,Does not show up in MT,Exemption,,20.0
"Top Dog Comics, LLC",https://app.gusto.com/panda/companies/7757616923735304,Georgia State Unemployment Tax,GA0000-010,$0.00,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,,2019243668.6118055556GA0000-0107757616923735304,7/19/2019,2019 2,Tier 1,$0.00,"-$15,000.00",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",GA0000-010,Paper,Baker,12/9/2019,,12/9/2019,Done,No,Yes,No Change in Gross wages and no change in SUI,Exemption,,20.0
"Top Dog Comics, LLC",https://app.gusto.com/panda/companies/7757616923735304,Georgia Administrative Assessment Tax,GA0000-128,$0.00,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,,2019243668.6118055556GA0000-0107757616923735304,7/19/2019,2019 2,Tier 1,$0.00,"-$15,000.00",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",GA0000-010,Paper,Baker,12/9/2019,,12/9/2019,Done,No,Yes,no change in gross wages and sui due,Exemption,,20.0
"Torchwood Labs, LLC",https://app.gusto.com/panda/companies/7757616923735213,Alabama Unemployment Insurance Tax,AL0000-010,"$32,000.00","$38,789.04",$863.98,"$38,140.26","$44,929.30","$1,029.76",$0.00,"First payroll of 2019 not initially reported within Gusto, amending to correct reporting. (jackson.cox@gusto.com at Sep 26, 2019 at 12:56 PM)",2019143734.5361111111AL0000-0107757616923735213,9/20/2019,2019 1,Tier 1,"$6,140.26","$6,140.26",$165.78,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",AL0000-010,e-File,Kinzi,12/9/2019,,12/14/2019,Done,No,Yes,original filing failed - cannot amend,External,,12.0
"Torchwood Labs, LLC",https://app.gusto.com/panda/companies/7757616923735213,Alabama Withholding Tax,AL0000-001,"$38,789.04","$38,789.04","$1,657.40","$44,929.30","$44,929.30","$1,913.95",$0.00,"First payroll of 2019 not initially reported within Gusto, amending to correct reporting. (jackson.cox@gusto.com at Sep 26, 2019 at 12:56 PM)",2019143734.5361111111AL0000-0017757616923735213,9/20/2019,2019 1,Tier 2,"$6,140.26","$6,140.26",$256.55,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",AL0000-001,Hand Key,,,,,,,,,,,
Total Communication Solutions,https://app.gusto.com/panda/companies/7757616923716603,NJ State Unemployment Tax,NJ0000-010,"$13,250.00","$13,250.00",$355.43,$0.00,$0.00,$0.00,$0.00,"02913427 - Employee Jovanny was working/living in NY. Moved wages to NY from NJ (sara.fishman@gusto.com at May 08, 2019 at 12:36 PM)",2019143593.5201388889NJ0000-9007757616923716603,5/3/2019,2019 1,Tier 4,"-$13,250.00","-$13,250.00",-$355.43,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NJ0000-900,e-File,Kinzi,12/9/2019,,,Need Import,No,No,,State Tax,,
Total Communication Solutions,https://app.gusto.com/panda/companies/7757616923716603,New Jersey State Tax,NJ0000-001,"$13,250.00","$13,250.00",$410.42,$0.00,$0.00,$0.00,$0.00,"02913427 - Employee Jovanny was working/living in NY. Moved wages to NY from NJ (sara.fishman@gusto.com at May 08, 2019 at 12:36 PM)",2019143593.5201388889NJ0000-9007757616923716603,5/3/2019,2019 1,Tier 4,"-$13,250.00","-$13,250.00",-$410.42,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NJ0000-900,e-File,Kinzi,12/9/2019,,,Need Import,No,No,,State Tax,,
Total Communication Solutions,https://app.gusto.com/panda/companies/7757616923716603,New Jersey State Disability Insurance,NJ0000-041,"$13,250.00","$13,250.00",$22.69,$0.00,$0.00,$0.00,$0.00,"02913427 - Employee Jovanny was working/living in NY. Moved wages to NY from NJ (sara.fishman@gusto.com at May 08, 2019 at 12:36 PM)",2019143593.5201388889NJ0000-9007757616923716603,5/3/2019,2019 1,Tier 4,"-$13,250.00","-$13,250.00",-$22.69,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NJ0000-900,e-File,Kinzi,12/9/2019,,,Need Import,No,No,,State Tax,,
Total Communication Solutions,https://app.gusto.com/panda/companies/7757616923716603,NJ Workforce Development/Supplemental Work Force,NJ0000-018,"$13,250.00","$13,250.00",$15.57,$0.00,$0.00,$0.00,$0.00,"02913427 - Employee Jovanny was working/living in NY. Moved wages to NY from NJ (sara.fishman@gusto.com at May 08, 2019 at 12:36 PM)",2019143593.5201388889NJ0000-9007757616923716603,5/3/2019,2019 1,Tier 4,"-$13,250.00","-$13,250.00",-$15.57,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NJ0000-900,e-File,Kinzi,12/9/2019,,,Need Import,No,No,,State Tax,,
Total Communication Solutions,https://app.gusto.com/panda/companies/7757616923716603,NJ Family Leave Insurance,NJ0000-025,"$13,250.00","$13,250.00",$10.67,$0.00,$0.00,$0.00,$0.00,"02913427 - Employee Jovanny was working/living in NY. Moved wages to NY from NJ (sara.fishman@gusto.com at May 08, 2019 at 12:36 PM)",2019143593.5201388889NJ0000-9007757616923716603,5/3/2019,2019 1,Tier 4,"-$13,250.00","-$13,250.00",-$10.67,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NJ0000-900,e-File,Kinzi,12/9/2019,,,Need Import,No,No,,State Tax,,
Total Communication Solutions,https://app.gusto.com/panda/companies/7757616923716603,New Jersey Employer SDI,NJ0000-031,"$13,250.00","$13,250.00",$66.25,$0.00,$0.00,$0.00,$0.00,"02913427 - Employee Jovanny was working/living in NY. Moved wages to NY from NJ (sara.fishman@gusto.com at May 08, 2019 at 12:36 PM)",2019143593.5201388889NJ0000-9007757616923716603,5/3/2019,2019 1,Tier 4,"-$13,250.00","-$13,250.00",-$66.25,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NJ0000-900,e-File,Kinzi,12/9/2019,,,Need Import,No,No,,State Tax,,
Total Communication Solutions,https://app.gusto.com/panda/companies/7757616923716603,New Jersey State Unemployment Insurance,NJ0000-020,"$13,250.00","$13,250.00",$56.36,$0.00,$0.00,$0.00,$0.00,"02913427 - Employee Jovanny was working/living in NY. Moved wages to NY from NJ (sara.fishman@gusto.com at May 08, 2019 at 12:36 PM)",2019143593.5201388889NJ0000-9007757616923716603,5/3/2019,2019 1,Tier 4,"-$13,250.00","-$13,250.00",-$56.36,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NJ0000-900,e-File,Kinzi,12/9/2019,,,Need Import,No,No,,State Tax,,
"Total Lawn Solution, LLC",https://app.gusto.com/panda/companies/7757616923498574,Georgia State Unemployment Tax,GA0000-010,"$11,115.00","$11,115.00",$293.44,"$13,115.00","$18,615.00",$293.44,$0.00,,2019143720.3472222222GA0000-0107757616923498574,9/6/2019,2019 1,Tier 1,"$2,000.00","$7,500.00",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",GA0000-010,Paper,Baker,12/9/2019,,,Needs Assistance,No,No,MT doesn't match what Panda shows,Reversal,,
"Total Lawn Solution, LLC",https://app.gusto.com/panda/companies/7757616923498574,Georgia Administrative Assessment Tax,GA0000-128,"$11,115.00","$11,115.00",$6.67,"$13,115.00","$18,615.00",$6.67,$0.00,,2019143720.3472222222GA0000-0107757616923498574,9/6/2019,2019 1,Tier 1,"$2,000.00","$7,500.00",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",GA0000-010,Paper,Baker,12/9/2019,,,Needs Assistance,No,No,MT doesn't match what comes up on Panda,,,
"Total Lawn Solution, LLC",https://app.gusto.com/panda/companies/7757616923498574,Georgia State Tax,GA0000-001,"$11,115.00","$11,115.00",$394.70,"$18,615.00","$18,615.00",$678.90,$284.20,,2019143720.3472222222GA0000-0017757616923498574,9/6/2019,2019 1,Tier 2,"$7,500.00","$7,500.00",$284.20,No,SW increase,"Administrative error, employee payroll was not included on the original return",GA0000-001,Hand Key,Garrett,12/9/2019,,,,,,,,,
TOTAL SECURITY SYSTEMS LLC,https://app.gusto.com/panda/companies/7757616923716922,Maryland State Withholding Tax,MD0000-001,"$1,033.34","$1,033.34",$60.83,"$1,550.01","$1,550.01",$91.97,$31.14,"Amending filing per SFDC 02802266. Added in historical payroll for employee Asma Shoaib, increasing subject wages for Federal and State Income Tax. (angel.pasillas@gusto.com at Apr 18, 2019 at  8:39 AM)",2019143573.3583333333MD0000-0017757616923716922,4/12/2019,2019 1,Tier 2,$516.67,$516.67,$31.14,No,SW increase,"Administrative error, employee payroll was not included on the original return",MD0000-001,Conga,,,,,,,,,,,
TOTAL SECURITY SYSTEMS LLC,https://app.gusto.com/panda/companies/7757616923716922,Maryland State Unemployment Insurance Tax,MD0000-010,"$1,033.34","$1,033.34",$26.86,"$1,550.01","$1,550.01",$40.29,$13.43,"Amending filing per SFDC 02802266. Added in historical payroll for employee Asma Shoaib, increasing subject wages for Federal and State Income Tax. (angel.pasillas@gusto.com at Apr 18, 2019 at  8:39 AM)",2019143573.3583333333MD0000-0107757616923716922,4/12/2019,2019 1,Tier 1,$516.67,$516.67,$13.43,No,SW increase,"Administrative error, employee payroll was not included on the original return",MD0000-010,Paper,Kinzi,12/9/2019,,12/11/2019,Done,Yes,No,,External,,34.0
Town of Bernice,https://app.gusto.com/panda/companies/7757616923752190,Oklahoma State Unemployment Tax,OK0000-010,"$34,275.30","$34,275.30",$342.78,"$26,013.30","$26,013.30",$260.16,$0.00,,2019143591.4368055556OK0000-0107757616923752190,5/3/2019,2019 1,Tier 1,"-$8,262.00","-$8,262.00",-$82.62,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",OK0000-010,Paper,Ben,12/9/2019,,12/11/2019,Done,No,No,Done,Benefit,,31.0
Traceable Inc,https://app.gusto.com/panda/companies/7757616923717221,Trimet Excise Tax,OR0101-134,$0.00,$0.00,$0.00,"$43,635.28","$43,635.28",$333.23,$333.23,,2019143640.3715277778OR0000-9007757616923717221,6/21/2019,2019 1,Tier 2,"$43,635.28","$43,635.28",$333.23,No,SW increase,"Administrative error, employee payroll was not included on the original return",OR0000-900,Paper,Dan,12/9/2019,,12/12/2019,Done,Yes,No,217114085,External,,24.0
Traceable Inc,https://app.gusto.com/panda/companies/7757616923717221,Oregon Workers' Benefit Fund (Employer),OR0000-148,$0.00,$0.00,$0.00,$0.00,$0.00,$6.06,$6.06,,2019143640.3715277778OR0000-9007757616923717221,6/21/2019,2019 1,Tier 2,$0.00,$0.00,$6.06,No,No SW change,No SW change,OR0000-900,Paper,Dan,12/9/2019,,12/12/2019,Done,Yes,No,"DP ID: 1289201
",External,,24.0
Traceable Inc,https://app.gusto.com/panda/companies/7757616923717221,Oregon Workers' Benefit Fund (Employee),OR0000-145,$0.00,$0.00,$0.00,$0.00,$0.00,$6.06,$6.06,,2019143640.3715277778OR0000-9007757616923717221,6/21/2019,2019 1,Tier 2,$0.00,$0.00,$6.06,No,No SW change,No SW change,OR0000-900,Paper,Dan,12/9/2019,,12/12/2019,Done,Yes,No,217114084,External,,24.0
Traceable Inc,https://app.gusto.com/panda/companies/7757616923717221,Oregon Employee Statewide Transit Tax,OR0000-135,"$17,712.20","$17,712.20",$17.71,"$24,635.28","$24,635.28",$24.63,$6.92,,2019143640.3715277778OR0000-1357757616923717221,6/21/2019,2019 1,Tier 3,"$6,923.08","$6,923.08",$6.92,No,SW increase,"Administrative error, employee payroll was not included on the original return",OR0000-135,Paper,Ryan,12/9/2019,,12/10/2019,Done,Yes,No,Employee mistakenly listed in incorrect state.,State Tax,,24.0
Traceable Inc,https://app.gusto.com/panda/companies/7757616923717221,OR State Unemployment Insurance Tax,OR0000-010,$0.00,$0.00,$0.00,"$40,600.00","$43,635.28",$974.39,$974.39,,2019143640.3715277778OR0000-9007757616923717221,6/21/2019,2019 1,Tier 2,"$40,600.00","$43,635.28",$974.39,No,SW increase,"Administrative error, employee payroll was not included on the original return",OR0000-900,Paper,Dan,12/9/2019,,12/12/2019,Done,Yes,No,217114082,External,,24.0
Traceable Inc,https://app.gusto.com/panda/companies/7757616923717221,Oregon State Withholding Tax,OR0000-001,"$17,712.20","$17,712.20","$1,377.00","$24,635.28","$24,635.28","$1,937.00",$560.00,,2019143640.3715277778OR0000-9007757616923717221,6/21/2019,2019 1,Tier 2,"$6,923.08","$6,923.08",$560.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",OR0000-900,Paper,Dan,12/9/2019,,12/12/2019,Done,Yes,No,217114081,External,,24.0
"Traffic and Funnels, LLC",https://app.gusto.com/panda/companies/7757616923630941,Oklahoma State Unemployment Tax,OK0000-010,"$14,412.78","$14,412.78",$216.18,"$14,412.78","$14,430.28",$216.18,$0.00,"Amending for Q1-2019 to account for benefit reversal/new taxable wages 02834396 (weston.schutt@gusto.com at May 07, 2019 at  3:46 PM)",2019143592.6055555556OK0000-0107757616923630941,5/3/2019,2019 1,Tier 1,$0.00,$17.50,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",OK0000-010,Paper,Ben,12/9/2019,,12/11/2019,Done,No,No,Done,Benefit,,31.0
"Traffic and Funnels, LLC",https://app.gusto.com/panda/companies/7757616923630941,Missouri Unemployment Insurance Tax,MO0000-010,"$9,627.22","$9,627.22",$228.74,"$9,627.22","$9,635.94",$228.74,$0.00,"Amending for Q1-2019 to account for benefit reversal/new taxable wages 02834396 (weston.schutt@gusto.com at May 07, 2019 at  3:46 PM)",2019143592.6055555556MO0000-0107757616923630941,5/3/2019,2019 1,Tier 1,$0.00,$8.72,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",MO0000-010,Paper,Baker,12/9/2019,,12/11/2019,Done,No,No,sent 12/13,Reversal,,31.0
"Traffic and Funnels, LLC",https://app.gusto.com/panda/companies/7757616923630941,Missouri Withholding Tax,MO0000-001,"$9,627.22","$9,627.22",$226.00,"$9,635.94","$9,635.94",$226.00,$0.00,"Amending for Q1-2019 to account for benefit reversal/new taxable wages 02834396 (weston.schutt@gusto.com at May 07, 2019 at  3:46 PM)",2019143592.6055555556MO0000-0017757616923630941,5/3/2019,2019 1,Tier 3,$8.72,$8.72,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",MO0000-001,Conga,,,,,,,,,,,
"Traffic and Funnels, LLC",https://app.gusto.com/panda/companies/7757616923630941,Oklahoma State Income Tax,OK0000-001,"$14,412.78","$14,412.78",$322.00,"$14,430.28","$14,430.28",$322.00,$0.00,"Amending for Q1-2019 to account for benefit reversal/new taxable wages 02834396 (weston.schutt@gusto.com at May 07, 2019 at  3:46 PM)",2019143592.6055555556OK0000-0017757616923630941,5/3/2019,2019 1,Tier 1,$17.50,$17.50,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",OK0000-001,Paper,Ben,12/9/2019,,12/11/2019,Done,No,No,Done,Benefit,,31.0
Trail Software Inc.,https://app.gusto.com/panda/companies/7757616923553311,South Carolina State Unemployment Insurance Surcharge,SC0000-128,"-$14,000.00","-$34,102.55",-$8.40,"$14,000.00","$34,102.55",$8.40,$8.40,"Wage correction for EE Andrew Howell's whose work address was incorrectly reported for TN instead of SC Case Number: 03157618 (connie.appiah@gusto.com at Jul 08, 2019 at 10:26 AM)",2019143654.4236111111SC0000-0107757616923553311,7/5/2019,2019 1,Tier 2,"$28,000.00","$68,205.10",$16.80,Investigate,SW increase,"Administrative error, employee payroll was not included on the original return",SC0000-010,Paper,Helper,12/9/2019,,12/13/2019,Done,No,Yes,No Original - Refunded pending payment,State Tax,Ben,23.0
